year,page,category,chunk
2015,14,Ressources humaines,"Ressources humaines > Chiffres-clés : 2015
151, le nombre d'agents.
22, le nombre d'avancements d'échelon.
10, le nombre d'avancements de grade.
105, le nombre d'agents ayant bénéficié d'une formation."
2024,10,EAU & ASSAINISSEMENT,"EAU & ASSAINISSEMENT > FAITS MARQUANTS > ASSAINISSEMENT
- Création de nouveaux collecteurs d'assainissement :
  - À Algrange sur la rue de Londres (351 000 € HT), la rue des peuples (418 000 € HT) et la rue des Alliés (836 500 € HT).
  - À Neufchef sur la rue du Conroy (430 000 € HT).
  - À Nlivange sur la rue des Vosges (308 500 € HT) et au croisement entre la rue Foch et le stade Lucien Noirot (300 000 € HT et 773 000 € HT)."
2013,19,Bâtiments,"Bâtiments > Perspectives 2014
Réalisation d'une microcrèche à Neufchef."
2011,7,Le conseil de communauté,"Le conseil de communauté > NEUFCHEF
M. BERNHARDT Roland
M. PIERRAT Lionel
M. PRISCAL Daniel (maire)"
2009,7,Le Président et les Vice-présidents,"Le Président et les Vice-présidents > ALGRANGE
Mme AQUE Marie
M. CERBAI Joël
M. GULINO Jean-Claude
M. MAROCHINI Eric
M. PERON Patrick (maire)
Mme TORRI Fabienne"
2021,19,Environsmémor,"Environsmémor > Faits marquants > Autres
- Contrat Territorial Eau-Climat signé avec l'Agence de l'Eau Rhin Mazar : planification sur 4 ans des actions Assainissement (eau et Gemapi).
- Poursuite de l'élaboration du schéma directeur des Énergies avec CAPPT : Étude de faisabilité de réseau de chaleur urbain et valorisation de chaleur fatale.
- Développement d'une statique de valorisation des pelouses calcaires en milieu urbain/pérurbiant (conception de supports, panneaux, animation…) Fermeture aux véhicules à moteur du plateau d'Algrange par une nouvelle barrière."
2012,33,SOLUTIONS,"SOLUTIONS > 67. (SL79-67) (Polynomials)
The polynomial of the number 4 is Polynomials. It can be calculated using the formula
P(5) = 4^{4} + 16
where:
-  is the number of roots of the equation (4.11a)
-  is the number of roots of the equation (4.11a)"
2011,31,Les voiries et les réseaux divers,"Les voiries et les réseaux divers > Perspectives 2012 > Études et travaux
- Voirie d'accès et parking de la gare d'Uckange.
- Requalification de l'avenue du Val de Fensch.
- Giratoire de l'avenue Mitterrand/RD 112d.
- Parc paysager d'Algrange."
2023,3,ATTRACTIVITÉ & DÉVELOPPEMENT ÉCONOMIQUE,"ATTRACTIVITÉ & DÉVELOPPEMENT ÉCONOMIQUE > COMMERCE ET ARTISANAT
- Travail avec Cap Fensch pour redynamiser les centres villes : jeu-concours, vidéos de présentation des commerçants mettant en avant la diversité du tissu commercial.
- Organisation d'ateliers numériques à l'intention des artisans et des commerçants en partenariat avec la CCI Moselle et la Chambre des Métiers et de l'Artisanat.
- Premier salon de la création d'entreprise Nord Moselle le 23 juin 2023.
- Remise des prix Eco-défis le 6 novembre 2023."
2018,3,9 729 hectares,"9 729 hectares
- 71 065 habitants (études insee 2019)
- bâtiments, sites et équipements gérés par la CAVF
  - Carte réalisée par le SIG de la CAVF
- par thématique
  - Culte
  - Culture
  - Développement économique
  - Environnement
  - Multi-accueil public
  - Patrimoine
  - Service public
  - Social
  - Sport
  - Office de tourisme
  - Parking de covoiturage
  - Site communautaire
- 16 942 tonnes d'ordures ménagères résiduelles (253 kg / habitant)
- 4 135 tonnes d'emballages recyclables (59 kg / habitant)
- 20 500 emplois
- 2 231 établissements
- 1 997 entreprises
- 23 entreprises de plus de 100 salariés
Budget
- Section investissement : 20 092 362 €
- Section fonctionnement : 40 736 319 €
Michel Liebgott
Président de la Communauté d'Agglomération du Val de Fensch
Maire de Fameck"
2023,5,DÉVELOPPEMENT SOCIAL,"DÉVELOPPEMENT SOCIAL > PERSPECTIVES > Gens du voyage :
- Négociation sur le devenir de l'aire d'accueil Lola Flores à Névange dans le cadre de la révision du schéma départemental d'accueil des gens du voyage."
2012,22,Bâtiments,"Bâtiments > Culture, patrimoine & tourisme > Perspectives 2013
- Travaux durant toute l'année (ouverture prévisionnelle : juin 2014).
- Mise en œuvre d'une préfiguration : communication, signalétiques extérieures et intérieures, programmation de 3 festivals, diffusion, accompagnement artistique et action culturelle dans le domaine des Musiques Actuelles.
- Rédaction des statuts de la régie personnalisée.
- Élaboration du budget de fonctionnement et négociation avec les partenaires publics.
- Lancement du Schéma d'Orientation de développement des Lieux de Musiques Actuelles (SOLIMA) Nord Lorrain."
2021,20,INFRASTRUCTURES ET ESPACES VERTS,"INFRASTRUCTURES ET ESPACES VERTS > Modes de déplacement doux sur le Val de Fensoh fin 2021 > Autres actions
- Entretiens des espaces verts, maintenance de l'éclairage public, balayage des voiries, aillage et dérangement des voiries, nettoyage des espaces publics, entretien des voiries, marquage ou sol, entretien des aires de jeux"
2011,5,Nos 10 communes,"Nos 10 communes > FLORANGE
11 341 habitants
1 318 ha
860 habitants/km²"
2012,20,Bâtiments,"Bâtiments > Culture, patrimoine & tourisme > Perspectives 2013
- Création d'un outil de suivi de l'évolution des structures métalliques du haut-fourneau n°4.
- Études de maîtrise d'œuvre pour la restauration des grilles et du pigeonnier du site de Wendel à Hayange.
- Études de maîtrise d'œuvre pour la création d'un ERP sur les ateliers mécaniques."
2022,6,La communauté d'agglomération du Val de Fensch et ses missions,"La communauté d'agglomération du Val de Fensch et ses missions > 16
Personnes dans le bureau communautaire"
2012,33,SOLUTIONS,"SOLUTIONS > 4. (SL79-4) (Polynomials)
The polynomial of the number 4 is Polynomials. It can be calculated using the formula
P(4) = 4^{4} + 16
where:
-  is the number of roots of the equation (4.11a)
-  is the number of roots of the equation (4.11a)"
2012,33,SOLUTIONS,"SOLUTIONS > 13. (SL79-13) (Polynomials)
The polynomial of the number 4 is Polynomials. It can be calculated using the formula
P(4) = 4^{4} + 16
where:
-  is the number of roots of the equation (4.11a)
-  is the number of roots of the equation (4.11a)"
2018,47,Autres actions,"Autres actions
- Vœux 2018 – Serémange-Erzange à la salle des fêtes, avec diffusion d'un diaporama photos sur les labellisés So Fensch
- Matinale des marchés publics à la CAVF (15/02/2018)
- Point presse sur le bilan des inondations et sur le PAPI (08/02/2018)
- Conférence « Pour l'amour du sport et l'union des territoires » : 1er événement organisé conjointement entre le conseil de développement de la CAVF et celui de la Communauté d'Agglomération Porte de France Thionville (20/02/2018)
- Lancement de saison à l'U4 avec mise à l'honneur de Bernard Colnot (06/04/2018)
- Matinale de l'Habitat à la CAVF (14/04/2018)
- Inauguration des nouveaux conteneurs enterrés (15/06/2018)"
2013,15,Marchés publics,"Marchés publics > Autres actions
Etudedeconception pourla requalification du centre-ville de Knutange.
Maîtrise d'œuvre pour la requalification et l'extension de la déchèterie de Florange.
Etude de faisabilité pour le déploiement du très haut débit sur le territoire.
Mission de conseil et d'assistance opérationnelle au développement économique, à l'aménagement du territoire et aux transports.
Maîtrise d'œuvre pour les travaux d'implantation de conteneurs enterrés sur le territoire."
2017,3,9 729 hectares,"9 729 hectares > Budget
- Section investissement : 11 273 039 €
- Section fonctionnement : 47 537 975 €
Michel Liebgott
Président de la Communauté d'Agglomération du Val de Fensch
Maire de Fameck"
2017,7,Sommaire,"Sommaire > NILVANGE
M. BRIZZI Moreno
Mme PISU Danielle
M. QUINQUETON Patrick
Mme SCHMITT Jeanne
M. TOCZEK Jean-Paul"
2010,5,LE TERRITOIRE,"LE TERRITOIRE > Nos communes > FLORANGE
11 007 habitants
1 318 ha
835 habitants/km²"
2010,5,LE TERRITOIRE,"LE TERRITOIRE > Nos communes > RANGUEVAUX
796 habitants
1 009 ha
79 habitants/km²"
2019,28,Chiffres-clés 2019,"Chiffres-clés 2019 > Aménagement de l'espace > Chiffres-clés : 2019
168 dossiers d'inéligibilités au raccordement THD de SFR traités au cours de l'année dont 29 dossiers pour les immeubles collectifs
95,9 % des foyers sont raccordables au Très Haut Débit de SFR sur les communes de Fameck, Florange, Uckange, Ranguevaux et Hayange au 31 décembre 2019
36 tonnes de déchets amiantés retirés sur la ZAC de la Paix"
2017,15,Conseil de développement,"Conseil de développement > Chiffres-clés : 2017
- 55 membres
- 3 collèges : monde de l'entreprise, vie collective et personnes qualifiées
- 105 seniors additionnés"
2010,29,Perspectives 2011,"Perspectives 2011 > Chiffres clés
490 000 € ttc, la 2ème tranche de la véloroute Charles le téméraire."
2014,16,Marchés publics,"Marchés publics > Études en maîtrise d'œuvre interne :
- Requalification de la déchèterie à Florange."
2013,19,Bâtiments,"Bâtiments > Faits marquants
La seconde phase des travaux de réhabilitation de la piscine de Serémange-Erzange a débuté le mi-mai 2013.
Les grands axes de l'opération sont les suivants :
- remplacement des baies vitrées extérieures (murs rideaux)
- désenfumage de la piscine
- remplacement des faux-plafonds
- remplacement de toutes les installations électriques (courants forts et faibles)
- remplacement des vestiaires, cabines et casiers (création salle de réunion, vestiaires collectifs, salle de musculation)
- remplacement des sanitaires, douches et pédiluves aux normes d'accessibilité
- reprise des joints de carrelage des grand et petit bassins
- travaux de peinture, menuiseries, faux-plafonds, revêtements de sol, ...
- mise en conformité coupe-feu des locaux
- installation d'un ascenseur et création de rampes pour l'accès des personnes handicapées"
2020,16,COMMANDE PUBLIQUE,"COMMANDE PUBLIQUE > 79
Jours de résidence pour 53
artistes"
2019,27,Chiffres-clés : 2019,"Chiffres-clés : 2019 > Culture & patrimoine > Perspectives 2020
- Développer les objectifs tels que définis dans la CPO 2019-2022.
- S'impliquer dans la création du Réseau Musiques Actuelles Grand Est.
- Rechercher des nouveaux moyens financiers privés et explorer les financements européens.
- Associer le Conseil Départemental de Moselle à la CPO 2019-2022.
- Renouvellement du Conseil d'Administration du Gueulard Plus dès installation du Conseil de communauté et désignation de 3 élu(e)s communautaires pour siéger au Conseil d'Administration du Gueulard Plus.
- Renouvellement du CDD de 3 ans de la directrice.
- Régler les désordres du système de ventilation."
2017,39,Urbanisme et droit des sols,"Urbanisme et droit des sols > Communication & tourisme > Publications :
- Fensch Infos n° 4 (parution en avril 2017)
- Verso n°17 (parution juillet 2017), magazine d'information pour le personnel de la CAVF
- Mise en page du document de contribution au SRADDET (Schéma Régional d'Aménagement et de développement durable et équilibré du territoire) - Septembre 2017
- Fensch Développement n°4 (paru en octobre 2017)
- Rapport d'activités 2016"
2019,19,Bâtiments et Cultes,"Bâtiments et Cultes > Voiries, réseaux divers > Chiffres-clés : 2019
- 30 plaintes déposées dont :
  - 3 plaintes pour dégradations / vandalismes
  - 23 plaintes pour conteneurs brûlés
  - 3 plaintes pour pollution de la Fensch
  - 1 plainte pour dépôt sauvage d'ordures
  - 6 090,48 € TTC de préjudice évalué"
2024,15,FINANCES,"FINANCES > PERSPECTIVES
- Dernier budget de la collectivité en tant que Communauté d'agglomération du Val de Fensch.
- Une évolution de plus de 1 M € de notre contribution au SYDELON sur le budget annexe des Ordures Ménagères.
- Une revalorisation des bases 2025 en diminution (+ 1,7 %) en lien avec la réduction de l'inflation.
- Un vote tardif de la Loi de Finances 2025 qui s'accompagne de nouvelles mesures coercitives pour les collectivités locales ayant pour but de réduction du déficit et de l'endettement du budget de l'État.
  - création d'un dispositif de lissage des ressources des collectivités (Dilico).
  - baisse des concours versés aux collectivités (DCRTP).
  - gel de la dynamique du produit de TVA transibriée.
  - évolution des cotisations sociales (CNRACL)."
2022,6,La communauté d'agglomération du Val de Fensch et ses missions,"La communauté d'agglomération du Val de Fensch et ses missions > Le conseil communautaire
Le Président - Les Vice-Présidents"
2019,21,Bâtiments et Cultes,"Bâtiments et Cultes > Sports > Chiffres-clés : 2019
- 855 licenciés
- 97ème Club français sur 1200
- 3ème Club Lorrain
- 70 000 € de subvention
- 2 entraîneurs MNS détachés à l'année sur le Club communautaire"
2017,14,Marchés publics,"Marchés publics > Autres
Le dispositif des clauses de promotion de l'emploi impose aux entreprises attributaires de confier un certain nombre d'heures de travail à des personnes sans emploi. En 2017, sous maîtrise d'ouvrage de la Communauté d'agglomération du Val de Fensch, certains marchés ont été concernés et ont représenté 8246 heures obligatoires d'insertion pour l'année 2017. 38 personnes dont 17 résident sur le territoire de la CAVF ont réalisé ces heures.
Sur 213 marchés attribués,  ont été réalisés par des entreprises implantées sur le territoire communautaire,  par des entreprises mosellanes,  par des entreprises de la région Grand Est et  par des entreprises hors région."
2012,33,SOLUTIONS,"SOLUTIONS > 55. (SL79-55) (Polynomials)
The polynomial of the number 4 is Polynomials. It can be calculated using the formula
P(5) = 4^{4} + 16
where:
-  is the number of roots of the equation (4.11a)
-  is the number of roots of the equation (4.11a)"
